label,raw_mean,ppTime_mean,ppTime_std,ppTime_rms,nn50_num,pnn50,up_time_mean,up_time_std,amp_diff_mean,amp_diff_std,peak_amp_mean,peak_amp_std
0,499103.74,95.2,3.1559467676119,95.25229656024048,3,0.3,22.09090909090909,0.6680426571226848,27391.882990937273,1869.4878986347044,16057.738316810106,1720.8950101333828
0,494508.874,96.77777777777777,2.819683897877671,96.81884573206236,2,0.2222222222222222,22.8,0.6,27729.037390364865,1943.0216637940518,16844.840702625643,1529.4756387589891
0,500260.595,95.1,3.207802986469088,95.1540855665168,1,0.1,21.818181818181817,1.2662171161076472,26667.11717367148,3165.4484143213135,15932.441178440764,1622.268663655015
0,378206.249,82.0,4.06201920231798,82.10054811022884,1,0.08333333333333333,25.083333333333332,8.371164129850095,7224.8801622958745,1696.615964688725,4334.461536715267,1366.7308568998103
0,369212.06,83.81818181818181,3.432946834272583,83.88845407606894,0,0.0,28.363636363636363,9.027963902863423,9081.810988945332,1781.326368327161,5640.515617903958,1013.1362697185177
0,366609.776,83.0909090909091,5.053433494431744,83.24443743359892,1,0.09090909090909091,30.272727272727273,9.342871945946124,9869.841147620858,2672.3552174561596,5743.644135709893,1882.86917478146
1,357892.101,74.23076923076923,1.186711432349347,74.24025447569119,0,0.0,19.23076923076923,0.42132504423474315,7458.750133599477,304.33531623973767,4371.460445774545,359.1080767393429
1,362118.532,70.92307692307692,3.4072668600538614,71.00487523890389,0,0.0,18.642857142857142,0.4791574237499549,6378.912746880044,190.5649396132805,3755.0747755665775,157.10263900241466
1,368335.857,65.35714285714286,2.793030685145307,65.41679557160488,0,0.0,18.133333333333333,0.7180219742846006,5272.3767752986805,458.38971186404973,3049.5669639186367,252.78656431485808
0,401552.806,83.63636363636364,6.852640198197364,83.916625289629,3,0.2727272727272727,21.916666666666668,1.2555432644432805,16475.47771423723,2845.7531562649274,9613.561677171485,1617.3973296870124
0,708013.579,101.88888888888889,3.871389197818744,101.96241137464989,2,0.2222222222222222,23.3,1.4177446878757824,11064.601614934963,1041.006989494543,6639.212883708287,461.1123368392523
0,404358.792,84.36363636363636,5.261744046722829,84.52756408952698,3,0.2727272727272727,23.0,1.348399724926484,15013.443341644279,2319.8142360101792,8803.650607528607,1633.3934976153996
0,414626.892,82.18181818181819,3.5883189738164636,82.26011957642217,1,0.09090909090909091,21.833333333333332,0.9860132971832694,13015.868216777251,1316.1303036662948,7452.380288170109,840.4753432713225
1,410526.496,76.5,0.8660254037844386,76.50490180374065,0,0.0,20.46153846153846,0.634323942402717,9727.345782895774,1551.2465899443941,5670.894120387126,948.2816422060247
1,423699.959,72.76923076923077,2.390810810449239,72.80849485518104,0,0.0,19.142857142857142,0.6388765649999398,6611.993942384191,785.0556706834147,3702.8906582769446,406.6506727254645
1,435992.816,67.92857142857143,3.0346636837497143,67.99632343002084,0,0.0,18.133333333333333,1.0873004286866728,4750.5097389872735,808.4025937726344,2641.2504298198296,414.97302547599577
0,403086.45,82.81818181818181,5.077905470461433,82.9737088699569,2,0.18181818181818182,22.5,1.118033988749895,16748.75888994186,2941.5027877523003,9699.751893413353,1712.6541615418055
0,413349.643,83.45454545454545,4.658591991025075,83.58447006689482,1,0.09090909090909091,21.916666666666668,0.9537935951882998,14040.405559430523,1497.3741803410178,8042.344210810702,969.9972233426516
0,418077.882,80.45454545454545,5.852173432520393,80.6671049324433,1,0.09090909090909091,21.583333333333332,1.114924013354971,13487.39829871621,1443.5532251199745,7745.692388268307,767.328358094492
0,604790.611,93.3,4.243819034784589,93.3964667425915,2,0.2,23.272727272727273,1.656442468935327,38466.18782811303,4256.3387046197195,23317.63526629811,2159.5473472866142
0,627296.374,91.6,5.083306010855534,91.74093960713505,1,0.1,23.1,0.7000000000000001,40959.76194080085,4698.82696748685,23683.075807593963,3304.6553080773892
0,703314.563,101.22222222222223,3.8232556742411674,101.29440041559828,1,0.1111111111111111,24.0,0.9428090415820634,10947.45742741532,464.02267741185113,6041.934746036159,1931.5679348988645
0,639130.107,92.2,5.455272678794342,92.36124728477849,1,0.1,23.0,0.7745966692414834,43950.95921542781,3242.2857730520977,23888.209951159326,7501.309206262391
1,606876.029,86.1,2.467792535850613,86.13535859332102,0,0.0,24.0,1.5954480704349312,31560.465320002913,592.4784743949779,19131.223740512854,1046.9914781350706
1,567033.126,84.0909090909091,2.0205555246266247,84.11518077234119,0,0.0,24.166666666666668,0.5527707983925666,26080.74554179005,3066.6029423170967,15733.305178121533,1596.6745107312506
1,575103.294,82.54545454545455,5.4165342217331744,82.72297691144165,0,0.0,23.833333333333332,1.4043582955293932,16024.10994033221,1106.380223429236,9861.933859154427,725.8400763531831
0,621557.829,93.6,3.9293765408777,93.682442325123,4,0.4,22.818181818181817,0.9359663764533637,41513.523226021294,3443.440501832149,24724.7031844997,2394.4353109452263
0,630378.411,92.4,5.642694391866354,92.57213403611262,3,0.3,22.636363636363637,0.77138921583987,39568.29441388486,4931.044886775608,23413.16170512355,3142.0936297039484
0,628532.576,92.0,4.242640687119285,92.09777413162601,3,0.3,24.0,2.0,41339.306187234026,5711.315116065269,25117.97671393999,2584.5733809489097
0,632650.533,97.1,5.7,97.26715786944739,0,0.0,26.0,1.4142135623730951,43621.3553027978,4723.94879683125,24494.35345725574,8197.693567221344
0,649297.504,96.88888888888889,3.3811386788228748,96.94786686095208,2,0.2222222222222222,24.4,1.6852299546352716,34561.69702364186,3524.288176510694,21426.590150592026,1966.1636541872956
0,666886.122,92.6,5.238320341483518,92.74804580151542,4,0.4,24.6,1.3564659966250538,33291.09195754495,3856.1326833363805,20011.219083105818,2978.273534973422
0,699827.106,96.1,4.635730794599704,96.21174564469767,2,0.2,23.90909090909091,1.8807418968706546,10044.141144958476,925.0348494748757,5870.457664931403,1558.8773859192086
1,662486.706,86.3,3.348133808556642,86.3649234353855,0,0.0,20.363636363636363,0.77138921583987,23353.824980897472,2833.1348602948547,13871.246695012338,1636.277054031521
1,655270.385,86.0,2.3741027013091993,86.03276331512527,0,0.0,20.666666666666668,0.6236095644623235,20518.88868953464,3016.0790788772347,12502.46145871043,1750.2787589215907
1,675914.968,80.18181818181819,1.849726359034164,80.20315115097071,0,0.0,19.916666666666668,0.6400954789890507,14032.403517691864,1174.880795979732,8520.023141372441,734.0422309845643
1,526674.309,95.0,3.2998316455372216,95.05729266547038,0,0.0,21.8,0.9797958971132712,19307.753277183907,1746.1211880571354,11606.041776966054,1268.1713571961122
1,515010.048,95.1,3.269556544854363,95.15618739735216,0,0.0,22.4,1.019803902718557,17089.271192911405,992.587109060297,10374.59841778961,1026.9791433783196
1,519241.772,96.88888888888889,1.5234788000891208,96.90086572254026,0,0.0,24.2,1.16619037896906,16340.78994460819,558.9888955213768,9910.192496468375,198.44106793276683
0,632322.765,96.4,4.737087712930805,96.51631986353395,2,0.2,25.9,1.3000000000000003,42143.17660423616,5559.694262454962,24148.264744370932,5746.918713648104
0,670924.814,94.11111111111111,4.067334492827361,94.19896201362542,2,0.2222222222222222,24.2,1.4,34349.87391899567,3045.2262080185656,21164.923505406907,2782.852769074774
0,665935.073,92.4,4.715930449020639,92.52026804976302,3,0.3,23.90909090909091,1.378704626191191,33360.51002774704,4295.556700673312,20012.052012261334,3078.3074130014697
1,654304.81,87.72727272727273,3.1934851036818723,87.7853787784317,0,0.0,20.5,1.118033988749895,21919.240066833445,2047.3877346734282,12843.512853182145,2921.736788348758
1,685301.278,95.55555555555556,1.4989708403591155,95.56731193829359,0,0.0,21.3,0.7810249675906655,7319.394865816508,172.56244252577727,4557.58823023894,308.05456171612593
1,664901.032,82.63636363636364,1.9198829165402616,82.65866285789134,0,0.0,20.166666666666668,0.8975274678557508,16337.961040018658,2183.2121757096434,9875.195989549036,1324.5644334286665
1,684700.62,80.63636363636364,1.7200807207658635,80.65470735289924,0,0.0,19.833333333333332,0.6871842709362768,13028.142479461203,486.1244058422484,7928.336220667447,340.24898064929545
0,465804.411,97.44444444444444,5.775640630385345,97.61545870290104,2,0.2222222222222222,25.3,2.8301943396169813,12080.182515233935,1234.1776086954976,7462.208357886011,790.4566420342876
0,476211.319,100.0,5.291502622129181,100.13990213696037,0,0.0,24.3,1.4177446878757824,12429.76377401378,932.7167874740766,7629.929099356499,657.2509866319808
0,479358.482,95.88888888888889,3.0711722135745005,95.93805872077624,3,0.3333333333333333,24.2,1.32664991614216,11270.666169008593,880.3887154686806,6909.898865145269,888.7070697490719
1,482879.679,87.9090909090909,4.273694281288421,88.01291227582875,0,0.0,21.09090909090909,0.899954085146515,9574.842980432275,1161.9574448321137,5731.631549923485,908.3183357597801
1,484870.09,81.9090909090909,1.5640591394622958,81.92402245096035,0,0.0,20.25,1.0103629710818451,8310.814311350458,431.3564264806682,5104.165772347363,391.862008803059
1,484076.74,81.27272727272727,1.5427784316797402,81.28736902887412,0,0.0,21.583333333333332,1.0374916331657278,6977.679878610371,1063.0367055402533,4345.211137567033,634.2815364247928
0,469415.009,98.88888888888889,6.154392188500546,99.08021441684959,2,0.2222222222222222,24.2,2.4819347291981715,11699.671459978836,1721.3327460609237,7508.610180058886,610.2807155788304
0,477598.807,96.0,4.136557881996952,96.08907904185112,1,0.1111111111111111,24.4,1.3564659966250538,11882.957625387538,1229.974228990354,7298.423146663507,737.156905562825
1,685376.073,99.22222222222223,1.314684396244359,99.23093155754297,0,0.0,25.8,8.364209466530594,7140.418893536019,271.4654893325781,4606.967785408308,193.89338624682168
0,481154.445,94.5,5.06458290484024,94.63561697373774,2,0.2,23.636363636363637,2.1436047495548354,11494.743977127528,1420.632559292627,7077.261145913735,878.6288025945962
1,486528.229,83.81818181818181,1.465865045145191,83.83099882284813,0,0.0,20.0,0.6030226891555273,8078.909159901828,522.6081209715777,4883.639633347088,596.0525228842388
1,478846.253,81.54545454545455,1.233150906022776,81.55477802178005,0,0.0,21.083333333333332,0.8620067027323834,8266.25530974216,802.8358196918324,5128.846298437818,465.2501124563306
1,495099.009,81.27272727272727,1.8136306675690914,81.29296067031545,0,0.0,20.916666666666668,1.0374916331657278,5840.602619574373,406.55160703837817,3623.4227955755764,295.75751744811674
1,478846.253,81.54545454545455,1.233150906022776,81.55477802178005,0,0.0,21.083333333333332,0.8620067027323834,8266.25530974216,802.8358196918324,5128.846298437818,465.2501124563306
1,495099.009,81.27272727272727,1.8136306675690914,81.29296067031545,0,0.0,20.916666666666668,1.0374916331657278,5840.602619574373,406.55160703837817,3623.4227955755764,295.75751744811674
1,500377.612,78.33333333333333,1.699673171197595,78.3517708797957,0,0.0,20.692307692307693,1.2015768732164085,5097.091455245545,447.03007813970936,3132.034836166225,299.4817446511925
0,471944.814,100.66666666666667,4.618802153517006,100.77257122407421,2,0.2222222222222222,27.77777777777778,7.223076872508892,12369.171261898822,1549.8876294080417,7752.15236025152,1283.3174288039427
0,471093.547,101.875,3.6890886408434267,101.94177259592851,2,0.25,26.88888888888889,2.282515398241571,12584.37311363274,961.2449627284933,7886.572549749769,839.587555097196
0,475086.063,96.2,5.173006862551025,96.33898483999093,2,0.2,25.90909090909091,2.906248611481051,11747.209073581687,1351.2175504957083,7246.574757010527,657.2669644749765
1,692546.794,94.5,2.1095023109728985,94.52354204112328,0,0.0,20.545454545454547,0.8907235428302466,5838.505589005786,577.895814577841,3589.392922386884,427.05639745030015
1,481657.789,95.11111111111111,1.0999438818457405,95.1174712307541,0,0.0,22.6,0.4898979485566356,9962.41568352217,477.6505618147248,6349.996178614705,359.1395320854499
1,490564.352,89.45454545454545,1.3726971700492272,89.46507698538016,0,0.0,23.545454545454547,0.9875254992000196,8846.755377718117,353.0224548377801,5141.883000831577,1360.4124650267688
1,505426.233,83.5,1.857417562100671,83.52065612769096,0,0.0,22.181818181818183,0.7158188976374374,7149.183031097302,694.99424095394,4404.666823677931,452.03385899690323
0,468037.686,103.0,4.769696007084728,103.11037775122347,2,0.25,28.22222222222222,2.8974232912011773,13230.773902864496,1146.3078121450105,8357.435826109422,676.0355954804251
0,476153.132,97.2,5.344155686354955,97.34680272099335,1,0.1,25.181818181818183,3.1281182789245916,11700.198018310617,2054.1256406571533,7165.828016818951,1390.6816500977777
0,481229.605,97.33333333333333,3.0912061651652345,97.38240771994361,0,0.0,25.8,1.8330302779823358,11351.974231275652,781.6897072085609,6858.124697459936,512.7461376339633
0,360953.737,102.44444444444444,3.095197394929804,102.49119203348376,1,0.1111111111111111,22.0,0.4714045207910317,5914.692423550501,295.2542331516841,3225.9467190599726,1040.2090716049574
0,360567.739,102.875,2.521780125229002,102.905903620735,0,0.0,22.444444444444443,0.8314794192830981,5878.622134849484,294.17682835251105,3677.1997442616475,154.87017131352692
0,364827.982,102.11111111111111,1.286204100310025,102.11921138225331,0,0.0,22.2,0.4,5708.361617921624,215.34668569019405,3435.426469890745,246.72331314690692
1,486445.272,91.8,2.785677655436824,91.84225606985055,0,0.0,23.09090909090909,0.9958591954639383,9386.027886802305,463.7448156017493,5938.2228751275625,191.2713114315167
0,705664.787,101.66666666666667,4.570436400267363,101.76934705499491,3,0.3333333333333333,24.444444444444443,1.5713484026367723,10934.037952363624,526.0082653039879,6055.161018874091,1793.992801925395
1,499543.219,87.5,2.3769728648009427,87.53227976009764,0,0.0,22.181818181818183,1.02851895445316,8185.224998016663,491.7082444806154,5057.310183158406,302.57362896722174
1,512176.734,78.66666666666667,3.39934634239519,78.74007874011811,0,0.0,21.307692307692307,1.4876215081395168,5817.141555471647,655.5584814144675,3330.568636370433,772.3247421525396
0,471093.547,101.875,3.6890886408434267,101.94177259592851,2,0.25,26.88888888888889,2.282515398241571,12584.37311363274,961.2449627284933,7886.572549749769,839.587555097196
0,475086.063,96.2,5.173006862551025,96.33898483999093,2,0.2,25.90909090909091,2.906248611481051,11747.209073581687,1351.2175504957083,7246.574757010527,657.2669644749765
0,493430.893,92.0,4.516635916254486,92.11080284092631,1,0.1,24.0,1.8439088914585775,10804.1381799599,852.8884027867389,6638.81905103441,1388.3701652154398
1,490564.352,89.45454545454545,1.3726971700492272,89.46507698538016,0,0.0,23.545454545454547,0.9875254992000196,8846.755377718117,353.0224548377801,5141.883000831577,1360.4124650267688
1,505426.233,83.5,1.857417562100671,83.52065612769096,0,0.0,22.181818181818183,0.7158188976374374,7149.183031097302,694.99424095394,4404.666823677931,452.03385899690323
1,518414.066,75.66666666666667,1.1055415967851332,75.67474259399015,0,0.0,21.0,0.7071067811865476,5218.5237639481475,205.38714728409664,3048.9970061180265,334.47392052306276
0,476153.132,97.2,5.344155686354955,97.34680272099335,1,0.1,25.181818181818183,3.1281182789245916,11700.198018310617,2054.1256406571533,7165.828016818951,1390.6816500977777
0,481229.605,97.33333333333333,3.0912061651652345,97.38240771994361,0,0.0,25.8,1.8330302779823358,11351.974231275652,781.6897072085609,6858.124697459936,512.7461376339633
0,701371.838,99.11111111111111,4.817662975261955,99.22813221169802,1,0.1111111111111111,24.22222222222222,1.227262335243029,11017.898980700447,530.5797948264084,6469.141216955535,988.0960354942918
0,500081.377,89.4,3.8,89.48072418124475,1,0.1,23.181818181818183,1.2662171161076472,11506.081682631944,1233.9181028788707,6886.189804831313,932.3723173682537
0,475086.063,96.2,5.173006862551025,96.33898483999093,2,0.2,25.90909090909091,2.906248611481051,11747.209073581687,1351.2175504957083,7246.574757010527,657.2669644749765
0,493430.893,92.0,4.516635916254486,92.11080284092631,1,0.1,24.0,1.8439088914585775,10804.1381799599,852.8884027867389,6638.81905103441,1388.3701652154398
0,493887.054,87.7,3.318132004607412,87.76274836170526,2,0.2,23.636363636363637,1.2264306875665492,13234.045216988336,1204.1494969492016,7914.811433204328,920.8174211958736
0,420997.181,96.33333333333333,4.2946995755750415,96.42901822353868,2,0.2222222222222222,25.5,1.91049731745428,17751.840201836843,1873.297996144462,11038.910832630918,1356.4716885871305
0,430553.82,91.5,4.780167361086848,91.62477830805376,2,0.2,24.636363636363637,1.4937887931959075,14461.638332401695,2360.123535447057,8755.212769328455,1455.6979372125445
0,464996.585,91.0,4.242640687119285,91.09884741312592,2,0.2,22.636363636363637,0.9791208740244552,14182.254553054127,1601.715856477813,8266.557551091058,1240.9239103718091
1,448397.075,95.9,2.8792360097775935,95.94321237065184,1,0.1,26.9,6.34744042902334,17506.518184834167,2281.3511532422895,10571.289774324589,1504.6128183260055
1,459369.529,90.0,1.3416407864998738,90.00999944450616,0,0.0,21.90909090909091,1.443137078762504,11401.91049950794,1278.7472917495686,7018.567727757942,593.4424867894514
1,469745.666,88.0,0.6324555320336759,88.00227269792525,0,0.0,22.272727272727273,0.616575453011388,10748.923268467772,612.6364635822163,6617.2789509332615,376.82865697338445
0,705058.484,93.55555555555556,4.991350543381378,93.68860952941694,3,0.3333333333333333,26.3,6.753517601961218,10834.903907383825,1280.853265529466,6591.47139401063,1033.3212540649552
0,423989.446,93.0,5.497474167490214,93.1623433701741,2,0.2222222222222222,25.1,1.5779733838059502,16748.65785936948,1597.815964109314,10269.865162733782,1287.7060452822523
0,448184.743,89.63636363636364,4.0737011822560145,89.7288845761092,2,0.18181818181818182,23.272727272727273,1.1354541815269814,12714.607073391155,1096.4433129081578,6883.761493756101,2140.2077321474253
0,462850.172,93.0,5.395471352079548,93.1563798733673,2,0.2222222222222222,24.2,1.661324772583615,16632.61026417726,1959.0018053908243,10081.250034094368,1507.8576385383676
1,452212.728,92.1,1.1357816691600546,92.1070029910864,0,0.0,22.90909090909091,0.668042657122685,13717.9983090478,1700.944244520766,8480.721213311475,898.595449250904
1,466865.379,88.3,1.004987562112089,88.30571895409719,0,0.0,21.90909090909091,0.5142594772265799,11165.819497526567,428.0219097602052,6843.940351672995,295.1307712239999
1,476581.367,85.5,2.8372521918222215,85.54706307056952,0,0.0,22.0,0.7385489458759964,10335.688480988396,175.5781621273604,6403.391860076766,355.93100087701856
0,430553.82,91.5,4.780167361086848,91.62477830805376,2,0.2,24.636363636363637,1.4937887931959075,14461.638332401695,2360.123535447057,8755.212769328455,1455.6979372125445
0,464996.585,91.0,4.242640687119285,91.09884741312592,2,0.2,22.636363636363637,0.9791208740244552,14182.254553054127,1601.715856477813,8266.557551091058,1240.9239103718091
0,455098.882,94.4,6.151422599691879,94.60021141625425,2,0.2,25.6,1.42828568570857,18201.012858109054,1807.6013139658828,10027.540231388104,3423.8955904278873
1,364860.23,95.77777777777777,1.9309052441091963,95.7972395798079,0,0.0,20.5,0.5,4291.620662763365,252.3290933560341,2624.260373410742,105.04483071350921
1,685845.033,98.11111111111111,1.6629588385661962,98.12520346758805,0,0.0,27.8,9.96794863550169,7326.310754779694,187.38930685713237,4703.187048161399,234.61754730221045
0,497962.368,99.44444444444444,3.2010800646417628,99.49595189978558,2,0.2222222222222222,22.6,0.9165151389911679,5256.456772283024,388.12934888540923,3130.9343983770314,281.08867793006056
1,368386.981,92.44444444444444,1.1653431646335017,92.45178923813933,0,0.0,20.1,0.5385164807134504,3550.634692520323,134.99103649854507,2224.269000348643,162.693124078426
1,368148.655,91.6,2.009975124224178,91.62204974786364,0,0.0,28.09090909090909,10.352466069444915,3457.720388089285,144.24279199263307,2195.326633525368,88.37253155656646
1,459369.529,90.0,1.3416407864998738,90.00999944450616,0,0.0,21.90909090909091,1.443137078762504,11401.91049950794,1278.7472917495686,7018.567727757942,593.4424867894514
1,469745.666,88.0,0.6324555320336759,88.00227269792525,0,0.0,22.272727272727273,0.616575453011388,10748.923268467772,612.6364635822163,6617.2789509332615,376.82865697338445
1,474000.628,81.18181818181819,2.979267201486171,81.23646740450766,0,0.0,22.083333333333332,0.8620067027323834,10170.127546685084,558.8845018074026,6149.388094661583,279.4614930641627
0,448184.743,89.63636363636364,4.0737011822560145,89.7288845761092,2,0.18181818181818182,23.272727272727273,1.1354541815269814,12714.607073391155,1096.4433129081578,6883.761493756101,2140.2077321474253
0,462850.172,93.0,5.395471352079548,93.1563798733673,2,0.2222222222222222,24.2,1.661324772583615,16632.61026417726,1959.0018053908243,10081.250034094368,1507.8576385383676
0,449354.136,94.4,4.82078831727758,94.52301307089189,3,0.3,25.272727272727273,2.339032787321565,18717.479127955914,2010.2817418640548,11413.174482458544,1217.7575572517305
1,466865.379,88.3,1.004987562112089,88.30571895409719,0,0.0,21.90909090909091,0.5142594772265799,11165.819497526567,428.0219097602052,6843.940351672995,295.1307712239999
1,476581.367,85.5,2.8372521918222215,85.54706307056952,0,0.0,22.0,0.7385489458759964,10335.688480988396,175.5781621273604,6403.391860076766,355.93100087701856
1,686467.382,97.7,2.934280150224242,97.7440535275676,0,0.0,29.8,10.17644338656684,6737.385596017275,264.55686546430144,4272.136884918943,431.7210308103441
1,478316.32,80.58333333333333,3.0945741046045234,80.64273060853036,0,0.0,21.916666666666668,1.4409680388158819,8710.37403423515,1550.2194678175902,5044.330685250332,995.676091970834
1,509675.437,85.45454545454545,13.871905134699983,86.57314301161239,1,0.09090909090909091,24.583333333333332,13.10507747232177,28450.80286168441,2492.320253963912,15033.33564462832,2811.1961138550832
1,503517.829,84.18181818181819,2.1242402628268953,84.20861540894084,0,0.0,21.083333333333332,0.6400954789890507,28645.93682908358,2074.6235485796856,16008.659343556154,1323.9747756746526
1,483423.66,79.08333333333333,1.1873172373979173,79.09224572189952,0,0.0,20.833333333333332,0.5527707983925666,23481.350009729693,1471.9522141824618,12798.63025696473,1888.3881617090065
1,494919.314,85.9090909090909,2.0205555246266247,85.93284904769855,1,0.09090909090909091,21.0,0.5773502691896257,29217.985923343644,1583.5337506376125,16162.5609041247,1224.110938083869
1,495063.736,80.9090909090909,2.065057580291009,80.93544004047581,0,0.0,20.916666666666668,0.2763853991962833,26155.160729941857,1859.976991308887,14528.109361477073,1177.452718635673
1,486189.722,76.0,3.582364210034113,76.08438297925096,0,0.0,20.53846153846154,0.634323942402717,20242.71006382548,2336.0321819088786,11159.353650180683,994.7330111935339
1,503517.829,84.18181818181819,2.1242402628268953,84.20861540894084,0,0.0,21.083333333333332,0.6400954789890507,28645.93682908358,2074.6235485796856,16008.659343556154,1323.9747756746526
1,483423.66,79.08333333333333,1.1873172373979173,79.09224572189952,0,0.0,20.833333333333332,0.5527707983925666,23481.350009729693,1471.9522141824618,12798.63025696473,1888.3881617090065
1,487126.895,78.9090909090909,9.71834764719474,79.50528856051595,2,0.18181818181818182,22.75,2.6496855159307744,19174.915721609927,2298.3873489208527,10894.509781807405,1210.961413357345
1,707771.444,93.11111111111111,2.4241582476968255,93.14266238172256,0,0.0,19.7,0.7810249675906655,5483.274970075322,280.7358941667325,3149.8357019627247,173.24107696902328
1,495063.736,80.9090909090909,2.065057580291009,80.93544004047581,0,0.0,20.916666666666668,0.2763853991962833,26155.160729941857,1859.976991308887,14528.109361477073,1177.452718635673
1,486189.722,76.0,3.582364210034113,76.08438297925096,0,0.0,20.53846153846154,0.634323942402717,20242.71006382548,2336.0321819088786,11159.353650180683,994.7330111935339
1,502041.0,81.63636363636364,9.96605809985005,82.24243540787312,1,0.09090909090909091,22.916666666666668,2.752524094152291,15382.958371475475,4485.84359644285,9128.500045163559,2473.3099178664534
1,606752.25,98.3,2.9000000000000004,98.34276790898251,0,0.0,23.6,1.019803902718557,27013.929657926514,1041.7396706138898,15494.349843277154,4785.64446393024
1,585270.618,93.44444444444444,3.6548631563107836,93.51589288576687,0,0.0,23.3,0.45825756949558394,24323.891663818016,3725.5418349742245,15293.284363593568,2415.4705376407055
1,574609.559,85.0,4.30644337539164,85.1090209939314,0,0.0,24.0,5.228129047119374,15846.385484019977,3379.815390395351,9877.085938370901,1891.1834320593855
1,596662.747,96.9,1.7578395831246945,96.91594296089782,0,0.0,25.4,6.216108107168021,28490.02447769118,1137.3043838007497,17438.60124064186,1626.072545075981
1,580549.22,89.0,2.5298221281347035,89.03594779638166,0,0.0,22.636363636363637,0.77138921583987,19971.041954128585,1746.4759604384071,12292.900254893373,983.3465608032793
1,583073.966,82.0,3.1622776601683795,82.06095295571457,0,0.0,26.25,8.447139555297206,12227.565690748068,1516.0217517079302,7577.100339667532,1205.7218087201659
1,585270.618,93.44444444444444,3.6548631563107836,93.51589288576687,0,0.0,23.3,0.45825756949558394,24323.891663818016,3725.5418349742245,15293.284363593568,2415.4705376407055
0,701371.838,99.11111111111111,4.817662975261955,99.22813221169802,1,0.1111111111111111,24.22222222222222,1.227262335243029,11017.898980700447,530.5797948264084,6469.141216955535,988.0960354942918
1,574609.559,85.0,4.30644337539164,85.1090209939314,0,0.0,24.0,5.228129047119374,15846.385484019977,3379.815390395351,9877.085938370901,1891.1834320593855
1,595612.425,78.08333333333333,3.522743564641375,78.1627575426217,0,0.0,23.833333333333332,6.841458583924597,10931.520613885667,1955.0872402204213,6420.448024104973,823.4733355460774
1,461538.148,95.33333333333333,1.247219128924647,95.34149149242423,0,0.0,20.8,0.6,7700.185088346783,435.2459014229696,4735.548737313956,330.3560614003954
1,460686.673,99.55555555555556,2.3147407395555177,99.58246164193103,0,0.0,34.7,10.040418317978588,8027.498423903383,689.8282960647767,5141.6387405670885,278.816146077614
1,458829.315,90.9,3.2999999999999994,90.95988126641328,0,0.0,32.27272727272727,10.33168919649118,5862.892089208163,873.5914900568506,3753.5457863976767,580.7343125297438
1,580549.22,89.0,2.5298221281347035,89.03594779638166,0,0.0,22.636363636363637,0.77138921583987,19971.041954128585,1746.4759604384071,12292.900254893373,983.3465608032793
